"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
1.03E+09,in pure solvent,41.99,hexane,,,,"Drozd, Ksenia V.;?Manin, Alex N.;?Perlovich, German L.[Journal of Molecular Liquids,?2022, vol. 347, art. no. 118320]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
20.5707,in pure solvent,19.99,octanol,,,,"Drozd, Ksenia V.;?Manin, Alex N.;?Perlovich, German L.[Journal of Molecular Liquids,?2022, vol. 347, art. no. 118320]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
23.3135,in pure solvent,24.99,octanol,,,,"Drozd, Ksenia V.;?Manin, Alex N.;?Perlovich, German L.[Journal of Molecular Liquids,?2022, vol. 347, art. no. 118320]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
26.0562,in pure solvent,29.99,octanol,,,,"Drozd, Ksenia V.;?Manin, Alex N.;?Perlovich, German L.[Journal of Molecular Liquids,?2022, vol. 347, art. no. 118320]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
31.5417,in pure solvent,36.99,octanol,,,,"Drozd, Ksenia V.;?Manin, Alex N.;?Perlovich, German L.[Journal of Molecular Liquids,?2022, vol. 347, art. no. 118320]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
35.6559,in pure solvent,41.99,octanol,,,,"Drozd, Ksenia V.;?Manin, Alex N.;?Perlovich, German L.[Journal of Molecular Liquids,?2022, vol. 347, art. no. 118320]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
4.35E+08,in pure solvent,19.99,hexane,,,,"Drozd, Ksenia V.;?Manin, Alex N.;?Perlovich, German L.[Journal of Molecular Liquids,?2022, vol. 347, art. no. 118320]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
5.27E+08,in pure solvent,24.99,hexane,,,,"Drozd, Ksenia V.;?Manin, Alex N.;?Perlovich, German L.[Journal of Molecular Liquids,?2022, vol. 347, art. no. 118320]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
6.51E+08,in pure solvent,29.99,hexane,,,,"Drozd, Ksenia V.;?Manin, Alex N.;?Perlovich, German L.[Journal of Molecular Liquids,?2022, vol. 347, art. no. 118320]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
8.61E+08,in pure solvent,36.99,hexane,,,,"Drozd, Ksenia V.;?Manin, Alex N.;?Perlovich, German L.[Journal of Molecular Liquids,?2022, vol. 347, art. no. 118320]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,,,,,,poorly soluble in aqueous medium,"Agarwal, Shilpi;?Choudhury, Bijan[Journal of Molecular Catalysis B: Enzymatic,?2014, vol. 107, p. 64 - 72]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
17.0051,,20,acetone,,,,"Manin, Alex N.;?Voronin, Alexander P.;?Drozd, Ksenia V.;?Manin, Nikolay G.;?Bauer-Brandl, Annette;?Perlovich, German L.[European Journal of Pharmaceutical Sciences,?2014, vol. 65, p. 56 - 64]"
,,,,,,,Full Text
,,,,,,,Cited 63 timesDetailsAbstract
202.964,,20,ethanol,,,,"Manin, Alex N.;?Voronin, Alexander P.;?Drozd, Ksenia V.;?Manin, Nikolay G.;?Bauer-Brandl, Annette;?Perlovich, German L.[European Journal of Pharmaceutical Sciences,?2014, vol. 65, p. 56 - 64]"
,,,,,,,Full Text
,,,,,,,Cited 63 timesDetailsAbstract
266.048,,20,methanol,,,,"Manin, Alex N.;?Voronin, Alexander P.;?Drozd, Ksenia V.;?Manin, Nikolay G.;?Bauer-Brandl, Annette;?Perlovich, German L.[European Journal of Pharmaceutical Sciences,?2014, vol. 65, p. 56 - 64]"
,,,,,,,Full Text
,,,,,,,Cited 63 timesDetailsAbstract
