"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,Page/Page column 81,not soluble in ethanol,"Current Patent Assignee:?ALBUMEDIX?- WO2021/111143,?2021, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,,,,,,poorly water-soluble,"Elbahwy, Ibrahim A.;?Ibrahim, Hany M.;?Ismael, Hatem R.;?Kasem, Alaa A.[Journal of Drug Delivery Science and Technology,?2017, vol. 38, p. 78 - 89]"
,,,,,,,Full Text
,,,,,,,Cited 43 timesDetailsAbstract
0.0052,,,aq. buffer,,,,"Deshpande, Rohan D.;?Gowda;?Vegesna, Naga Sravan Kumar Varma;?Vaghela, Rudra;?Kulkarni[RSC Advances,?2015, vol. 5, # 99, p. 81728 - 81738]"
,,,,,,,Full Text
,,,,,,,Cited 19 timesDetailsAbstract
0.0184,,,aq. phosphate buffer,,,,"Deshpande, Rohan D.;?Gowda;?Vegesna, Naga Sravan Kumar Varma;?Vaghela, Rudra;?Kulkarni[RSC Advances,?2015, vol. 5, # 99, p. 81728 - 81738]"
,,,,,,,Full Text
,,,,,,,Cited 19 timesDetailsAbstract
0.0235,,,aq. phosphate buffer,,,,"Deshpande, Rohan D.;?Gowda;?Vegesna, Naga Sravan Kumar Varma;?Vaghela, Rudra;?Kulkarni[RSC Advances,?2015, vol. 5, # 99, p. 81728 - 81738]"
,,,,,,,Full Text
,,,,,,,Cited 19 timesDetailsAbstract
0.3894,,,methanol,,,,"Deshpande, Rohan D.;?Gowda;?Vegesna, Naga Sravan Kumar Varma;?Vaghela, Rudra;?Kulkarni[RSC Advances,?2015, vol. 5, # 99, p. 81728 - 81738]"
,,,,,,,Full Text
,,,,,,,Cited 19 timesDetailsAbstract
25.1004,,,dimethyl sulfoxide,,,,"Deshpande, Rohan D.;?Gowda;?Vegesna, Naga Sravan Kumar Varma;?Vaghela, Rudra;?Kulkarni[RSC Advances,?2015, vol. 5, # 99, p. 81728 - 81738]"
,,,,,,,Full Text
,,,,,,,Cited 19 timesDetailsAbstract
4.80007,,,ethanol,,,,"Deshpande, Rohan D.;?Gowda;?Vegesna, Naga Sravan Kumar Varma;?Vaghela, Rudra;?Kulkarni[RSC Advances,?2015, vol. 5, # 99, p. 81728 - 81738]"
,,,,,,,Full Text
,,,,,,,Cited 19 timesDetailsAbstract
7.30094,,,acetone,,,,"Deshpande, Rohan D.;?Gowda;?Vegesna, Naga Sravan Kumar Varma;?Vaghela, Rudra;?Kulkarni[RSC Advances,?2015, vol. 5, # 99, p. 81728 - 81738]"
,,,,,,,Full Text
,,,,,,,Cited 19 timesDetailsAbstract
0.04321,in pure solvent,37,various solvent(s),,,in the presence of organic compounds. Object(s) of Study: pH dependence,"Wei, Hai;?Loebenberg, Raimar[European Journal of Pharmaceutical Sciences,?2006, vol. 29, # 1, p. 45 - 52]"
,,,,,,,Full Text
,,,,,,,Cited 123 timesDetailsAbstract
,in pure solvent,,,,,,"Wassvik, Carola M.;?Holmen, Anders G.;?Bergstroem, Christel A.S.;?Zamora, Ismael;?Artursson, Per[European Journal of Pharmaceutical Sciences,?2006, vol. 29, # 3-4 SPEC. ISS., p. 294 - 305]"
,,,,,,,Full Text
,,,,,,,Cited 125 timesDetailsAbstract
0.01886,in pure solvent,25,aq. phosphate buffer,,,cryst.,"Chauhan, Bhaskar;?Shimpi, Shyam;?Paradkar, Anant[European Journal of Pharmaceutical Sciences,?2005, vol. 26, # 2, p. 219 - 230]"
,,,,,,,Full Text
,,,,,,,Cited 168 timesDetailsAbstract
0.02621,in pure solvent,25,aq. phosphate buffer,,,,"Chauhan, Bhaskar;?Shimpi, Shyam;?Paradkar, Anant[European Journal of Pharmaceutical Sciences,?2005, vol. 26, # 2, p. 219 - 230]"
,,,,,,,Full Text
,,,,,,,Cited 168 timesDetailsAbstract
0.0011,in solution,37,H2O,,,,"Itoh, Koichi;?Pongpeerapat, Adchara;?Tozuka, Yuichi;?Oguchi, Toshio;?Yamamoto, Keiji[Chemical and Pharmaceutical Bulletin,?2003, vol. 51, # 2, p. 171 - 174]"
,,,,,,,Full Text
,,,,,,,Cited 71 timesDetailsAbstract
,,,,,,Loeslichkeitskurve in Britton-Robinson-Puffer,"Hajdu;?Kohler;?Schmidt;?Spingler[Arzneimittel-Forschung/Drug Research,?1969, vol. 19, # 8, p. Suppl:1381-1386]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
