"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in pure solvent,19.99,chloroform,,,Solubility: 0.134 molpercent,"Shao, Xianzhao;?Li, Zhizhou;?Wang, Wei;?Ge, Hongguang[Journal of Molecular Liquids,?2016, vol. 219, p. 201 - 205]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
,in pure solvent,24.99,chloroform,,,Solubility: 0.164 molpercent,"Shao, Xianzhao;?Li, Zhizhou;?Wang, Wei;?Ge, Hongguang[Journal of Molecular Liquids,?2016, vol. 219, p. 201 - 205]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
,in pure solvent,29.99,chloroform,,,Solubility: 0.211 molpercent,"Shao, Xianzhao;?Li, Zhizhou;?Wang, Wei;?Ge, Hongguang[Journal of Molecular Liquids,?2016, vol. 219, p. 201 - 205]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
,in pure solvent,34.99,chloroform,,,Solubility: 0.257 molpercent,"Shao, Xianzhao;?Li, Zhizhou;?Wang, Wei;?Ge, Hongguang[Journal of Molecular Liquids,?2016, vol. 219, p. 201 - 205]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
,in pure solvent,39.99,chloroform,,,Solubility: 0.32 molpercent,"Shao, Xianzhao;?Li, Zhizhou;?Wang, Wei;?Ge, Hongguang[Journal of Molecular Liquids,?2016, vol. 219, p. 201 - 205]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
,in pure solvent,44.99,chloroform,,,Solubility: 0.393 molpercent,"Shao, Xianzhao;?Li, Zhizhou;?Wang, Wei;?Ge, Hongguang[Journal of Molecular Liquids,?2016, vol. 219, p. 201 - 205]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
,in pure solvent,14.99,ethyl acetate,,,Solubility: 0.523 molpercent,"Shao, Xianzhao;?Li, Zhizhou;?Wang, Wei;?Ge, Hongguang[Journal of Molecular Liquids,?2016, vol. 219, p. 201 - 205]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
,in pure solvent,19.99,ethyl acetate,,,Solubility: 0.634 molpercent,"Shao, Xianzhao;?Li, Zhizhou;?Wang, Wei;?Ge, Hongguang[Journal of Molecular Liquids,?2016, vol. 219, p. 201 - 205]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
,in pure solvent,24.99,ethyl acetate,,,Solubility: 0.755 molpercent,"Shao, Xianzhao;?Li, Zhizhou;?Wang, Wei;?Ge, Hongguang[Journal of Molecular Liquids,?2016, vol. 219, p. 201 - 205]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
,in pure solvent,29.99,ethyl acetate,,,Solubility: 0.896 molpercent,"Shao, Xianzhao;?Li, Zhizhou;?Wang, Wei;?Ge, Hongguang[Journal of Molecular Liquids,?2016, vol. 219, p. 201 - 205]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
,in pure solvent,34.99,ethyl acetate,,,Solubility: 1.057 molpercent,"Shao, Xianzhao;?Li, Zhizhou;?Wang, Wei;?Ge, Hongguang[Journal of Molecular Liquids,?2016, vol. 219, p. 201 - 205]"
,,,,,,,Full Text
