"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,20,CCl4,,,100 g solvent dissolves. 0.56 g Substance.,"Desseigne[Memorial des Poudres,?1948, vol. 30, p. 111,120]"
,,,,,,,Full Text
,,,,,,,Details
,,20,benzene,,,100 g solvent dissolves. 9.6 g Substance.,"Desseigne[Memorial des Poudres,?1948, vol. 30, p. 111,120]"
,,,,,,,Full Text
,,,,,,,Details
,,20,CHCl3,,,100 g solvent dissolves. 10.6 g Substance.,"Desseigne[Memorial des Poudres,?1948, vol. 30, p. 111,120]"
,,,,,,,Full Text
,,,,,,,Details
,,20,ethyl acetate,,,100 g solvent dissolves. 17.3 g Substance.,"Desseigne[Memorial des Poudres,?1948, vol. 30, p. 111,120]"
,,,,,,,Full Text
,,,,,,,Details
,,20,acetone,,,100 g solvent dissolves. 31.0 g Substance.,"Desseigne[Memorial des Poudres,?1948, vol. 30, p. 111,120]"
,,,,,,,Full Text
,,,,,,,Details
,,20,ethanol,,,100 g solvent dissolves. 0.74 g Substance.,"Desseigne[Memorial des Poudres,?1948, vol. 30, p. 111,120]"
,,,,,,,Full Text
,,,,,,,Details
