"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in pure solvent,20,toluene,,Paragraph 0086,Solubility: 0.2 g/100g solvent,"Current Patent Assignee:?SANKO?- JP2015/3875,?2015, A"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,20,butan-1-ol,,Paragraph 0086,Solubility: 0.3 g/100g solvent,"Current Patent Assignee:?SANKO?- JP2015/3875,?2015, A"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,20,methanol,,Paragraph 0086,Solubility: 0.4 g/100g solvent,"Current Patent Assignee:?SANKO?- JP2015/3875,?2015, A"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,20,isopropyl alcohol,,Paragraph 0086,Solubility: 0.5 g/100g solvent,"Current Patent Assignee:?SANKO?- JP2015/3875,?2015, A"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,20,ethyl acetate,,Paragraph 0086,Solubility: 1.7 g/100g solvent,"Current Patent Assignee:?SANKO?- JP2015/3875,?2015, A"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,20,"N,N-dimethyl acetamide",,Paragraph 0086,Solubility: 23.2 g/100g solvent,"Current Patent Assignee:?SANKO?- JP2015/3875,?2015, A"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,20,tetrahydrofuran,,Paragraph 0086,Solubility: 40.7 g/100g solvent,"Current Patent Assignee:?SANKO?- JP2015/3875,?2015, A"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,20,acetone,,Paragraph 0086,Solubility: 5.3 g/100g solvent,"Current Patent Assignee:?SANKO?- JP2015/3875,?2015, A"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,20,butanone,,Paragraph 0086,Solubility: 8.2 g/100g solvent,"Current Patent Assignee:?SANKO?- JP2015/3875,?2015, A"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
