"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,"Loesl. in waessr. NaNO3, NaCl, KNO3, KCl-Lsgg. (Einfluss der Ionenstaerke)","Komar';?Khoroshevskii[Russian Journal of Physical Chemistry,?1973, vol. 47, p. 1540]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,"L.v. Kalium in 2.6-Dinitrophenol,Extraktion in percent","Iwachido,T.[Bulletin of the Chemical Society of Japan,?1971, vol. 44, p. 1835 - 1840]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,DMF,"Juillard[Journal de Chimie Physique et de Physico-Chimie Biologique,?1970, vol. 67, p. 691,694]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,Methanol,"Juillard[Journal de Chimie Physique et de Physico-Chimie Biologique,?1970, vol. 67, p. 691,694]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,in wss. Methanol,"Juillard[Bulletin de la Societe Chimique de France,?1968, p. 1894]"
,,,,,,,Full Text
,,,,,,,Details
0.285,in solution,25,H2O,,,,"Shikata;?Hozaki[Journal of the Agricultural Chemical Society of Japan,?1932, vol. 8, p. 76]"
,,,,,,,Full Text
,,,,,,,Details
,,15,H2O,,,100 g solvent dissolves. 0.03 g Substance.,"Desvergnes[vol. 36, p. 224][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 728]"
,,,,,,,Full Text
,,,,,,,Details
,,100,H2O,,,100 g solvent dissolves. 1.2 g Substance.,"Desvergnes[vol. 36, p. 224][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 728]"
,,,,,,,Full Text
,,,,,,,Details
,,14,ethyl acetate,,,100 g solvent dissolves. 68.8 g Substance.,"Desvergnes[vol. 36, p. 224][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 728]"
,,,,,,,Full Text
,,,,,,,Details
,,14,acetone,,,100 g solvent dissolves. 162.2 g Substance.,"Desvergnes[vol. 36, p. 224][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 728]"
,,,,,,,Full Text
,,,,,,,Details
,,14,methanol,,,100 g solvent dissolves. 14.7 g Substance.,"Desvergnes[vol. 36, p. 224][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 728]"
,,,,,,,Full Text
,,,,,,,Details
,,14,aq. ethanol (96percent),,,100 g solvent dissolves. 6.5 g Substance.,"Desvergnes[vol. 36, p. 224][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 728]"
,,,,,,,Full Text
,,,,,,,Details
,,14,ethanol,,,100 g solvent dissolves. 5.5 g Substance.,"Desvergnes[vol. 36, p. 224][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 728]"
,,,,,,,Full Text
,,,,,,,Details
,,14,benzene,,,100 g solvent dissolves. 33.7 g Substance.,"Desvergnes[vol. 36, p. 224][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 728]"
,,,,,,,Full Text
,,,,,,,Details
,,14,CHCl3,,,100 g solvent dissolves. 31.8 g Substance.,"Desvergnes[vol. 36, p. 224][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 728]"
,,,,,,,Full Text
,,,,,,,Details
,,14,diethyl ether,,,100 g solvent dissolves. 8.8 g Substance.,"Desvergnes[vol. 36, p. 224][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 728]"
,,,,,,,Full Text
,,,,,,,Details
,,14,pyridine,,,100 g solvent dissolves. 68.0 g Substance.,"Desvergnes[vol. 36, p. 224][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 728]"
,,,,,,,Full Text
,,,,,,,Details
,,14,CS2,,,100 g solvent dissolves. 0.7 g Substance.,"Desvergnes[vol. 36, p. 224][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 728]"
,,,,,,,Full Text
,,,,,,,Details
,,14,CCl4,,,100 g solvent dissolves. 0.7 g Substance.,"Desvergnes[vol. 36, p. 224][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 728]"
,,,,,,,Full Text
,,,,,,,Details
,,14,toluene,,,100 g solvent dissolves. 28.3 g Substance.,"Desvergnes[vol. 36, p. 224][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 728]"
,,,,,,,Full Text
,,,,,,,Details
,,25.5,benzene,,,Solubility :43.36 percent.,"Sidgwick;?Aldous[Journal of the Chemical Society,?1921, vol. 119, p. 1003,1004]"
,,,,,,,Full Text
,,,,,,,Details
,,62.2,benzene,,,Solubility :100 percent.,"Sidgwick;?Aldous[Journal of the Chemical Society,?1921, vol. 119, p. 1003,1004]"
,,,,,,,Full Text
,,,,,,,Details
