"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,high solubility in water,"Bakibaev, Abdigali A.;?Uhov, Artur;?S. Malkov, Victor;?Yu. Panshina, Svetlana[Journal of Heterocyclic Chemistry,?2020, vol. 57, # 12, p. 4262 - 4270]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,19,H2O,,,Solubility: 54.7 weight percent,"Gazieva;?Lysenko;?Kravchenko;?Lebedev[Russian Journal of Organic Chemistry,?2007, vol. 43, # 11, p. 1715 - 1718]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in pure solvent,19,H2O,,,Solubility: 54.7 weight-percent,"Gazieva;?Kravchenko;?Lebedev;?Abelentsev[Pharmaceutical Chemistry Journal,?2001, vol. 35, # 2, p. 72 - 74]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in pure solvent,19,methanol,,,Solubility: 22.5 weight-percent,"Gazieva;?Kravchenko;?Lebedev;?Abelentsev[Pharmaceutical Chemistry Journal,?2001, vol. 35, # 2, p. 72 - 74]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in pure solvent,19,acetone,,,Solubility: 2.99 weight-percent,"Gazieva;?Kravchenko;?Lebedev;?Abelentsev[Pharmaceutical Chemistry Journal,?2001, vol. 35, # 2, p. 72 - 74]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in pure solvent,19,CHCl3,,,Solubility: 9.05 weight-percent,"Gazieva;?Kravchenko;?Lebedev;?Abelentsev[Pharmaceutical Chemistry Journal,?2001, vol. 35, # 2, p. 72 - 74]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in pure solvent,19,CH2Cl2,,,Solubility: 25.15 weight-percent,"Gazieva;?Kravchenko;?Lebedev;?Abelentsev[Pharmaceutical Chemistry Journal,?2001, vol. 35, # 2, p. 72 - 74]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
