"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,"completely soluble in water, methanol, DMSO, acetonitrile, acetone, isopropanol, ethyl acetate, chloroform, toluene and limitedly soluble in hexane","Turgu?a, Anna;?Materna, Katarzyna;?Gwiazdowska, Daniela;?Walkiewicz, Filip;?Marcinkowska, Katarzyna;?Pernak, Juliusz[New Journal of Chemistry,?2019, vol. 43, # 11, p. 4477 - 4488]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
,,,,,,soluble in water,"Abdelmohsen, Shawkat Ahmed;?El-Ossaily, Yasser Abou-Bakr[Heterocyclic Communications,?2015, vol. 21, # 4, p. 207 - 210]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,,,,,,,"Mirmiran-yazdi, Seyed-Ali;?Yazdani-elah-abadi, Afshin;?Shams, Nasim;?Mohebat, Razieh[Turkish Journal of Chemistry,?2017, vol. 41, # 4, p. 567 - 576]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,,,,,supporting information,poor solubility in chlorobenzene,"Yamane, Shogo;?Mizukado, Junji;?Suzuki, Yasumasa;?Sakurai, Miho;?Chen, Liang;?Suda, Hiroyuki[Chemistry Letters,?2015, vol. 44, # 3, p. 339 - 341]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
,,,,,,title comp. soluble in water,"Babu, G. Neelaiah;?Ayalew, Haile Micheal;?Jain, Shubha[Medicinal Chemistry Research,?2014, vol. 23, # 5, p. 2608 - 2614]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,in solution,2.99,methanol,,,Solubility: 0.978 molpercent,"Zhao, Dishun;?Duan, Erhong;?Zhang, Xiaoli;?Zhang, Juan;?Wang, Jinlong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1483 - 1485]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in solution,6.99,methanol,,,Solubility: 1.09 molpercent,"Zhao, Dishun;?Duan, Erhong;?Zhang, Xiaoli;?Zhang, Juan;?Wang, Jinlong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1483 - 1485]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in solution,13.99,methanol,,,Solubility: 1.16 molpercent,"Zhao, Dishun;?Duan, Erhong;?Zhang, Xiaoli;?Zhang, Juan;?Wang, Jinlong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1483 - 1485]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in solution,20.99,methanol,,,Solubility: 1.16 molpercent,"Zhao, Dishun;?Duan, Erhong;?Zhang, Xiaoli;?Zhang, Juan;?Wang, Jinlong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1483 - 1485]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in solution,24.99,methanol,,,Solubility: 1.40 molpercent,"Zhao, Dishun;?Duan, Erhong;?Zhang, Xiaoli;?Zhang, Juan;?Wang, Jinlong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1483 - 1485]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in solution,29.99,methanol,,,Solubility: 1.49 molpercent,"Zhao, Dishun;?Duan, Erhong;?Zhang, Xiaoli;?Zhang, Juan;?Wang, Jinlong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1483 - 1485]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in solution,34.99,methanol,,,Solubility: 1.57 molpercent,"Zhao, Dishun;?Duan, Erhong;?Zhang, Xiaoli;?Zhang, Juan;?Wang, Jinlong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1483 - 1485]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in solution,39.99,methanol,,,Solubility: 1.74 molpercent,"Zhao, Dishun;?Duan, Erhong;?Zhang, Xiaoli;?Zhang, Juan;?Wang, Jinlong[Journal of Chemical and Engineering Data,?2007, vol. 52, # 4, p. 1483 - 1485]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
