"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,15,H2O,,,100 g solvent dissolves. 0.01 g Substance.,"Lasseur;?zit.bei Koegl;?Postowsky[Justus Liebigs Annalen der Chemie,?1930, vol. 480, p. 280,289,291]"
,,,,,,,Full Text
,,,,,,,Details
,,100,H2O,,,100 g solvent dissolves. 0.12 g Substance.,"Lasseur;?zit.bei Koegl;?Postowsky[Justus Liebigs Annalen der Chemie,?1930, vol. 480, p. 280,289,291]"
,,,,,,,Full Text
,,,,,,,Details
,,15,acetone,,,100 g solvent dissolves. 0.15 g Substance.,"Lasseur;?zit.bei Koegl;?Postowsky[Justus Liebigs Annalen der Chemie,?1930, vol. 480, p. 280,289,291]"
,,,,,,,Full Text
,,,,,,,Details
,,,acetone,,,100 g solvent dissolves. 0.74 g Substance.in boiling solvent.,"Lasseur;?zit.bei Koegl;?Postowsky[Justus Liebigs Annalen der Chemie,?1930, vol. 480, p. 280,289,291]"
,,,,,,,Full Text
,,,,,,,Details
