"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in pure solvent,9.99,acetonitrile,,,Solubility: 0.5572 molpercent,"Wang, Li;?Li, Danning;?Wang, Lingyu;?Hao, Hongxun;?Zhou, Lina[Journal of Chemical and Engineering Data,?2021, vol. 66, # 12, p. 4593 - 4602]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,in pure solvent,9.99,1-Propyl acetate,,,Solubility: 0.5891 molpercent,"Wang, Li;?Li, Danning;?Wang, Lingyu;?Hao, Hongxun;?Zhou, Lina[Journal of Chemical and Engineering Data,?2021, vol. 66, # 12, p. 4593 - 4602]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,in pure solvent,9.99,ethyl acetate,,,Solubility: 0.6263 molpercent,"Wang, Li;?Li, Danning;?Wang, Lingyu;?Hao, Hongxun;?Zhou, Lina[Journal of Chemical and Engineering Data,?2021, vol. 66, # 12, p. 4593 - 4602]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,in pure solvent,14.99,acetonitrile,,,Solubility: 0.6711 molpercent,"Wang, Li;?Li, Danning;?Wang, Lingyu;?Hao, Hongxun;?Zhou, Lina[Journal of Chemical and Engineering Data,?2021, vol. 66, # 12, p. 4593 - 4602]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,in pure solvent,14.99,1-Propyl acetate,,,Solubility: 0.7025 molpercent,"Wang, Li;?Li, Danning;?Wang, Lingyu;?Hao, Hongxun;?Zhou, Lina[Journal of Chemical and Engineering Data,?2021, vol. 66, # 12, p. 4593 - 4602]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,in pure solvent,14.99,ethyl acetate,,,Solubility: 0.8191 molpercent,"Wang, Li;?Li, Danning;?Wang, Lingyu;?Hao, Hongxun;?Zhou, Lina[Journal of Chemical and Engineering Data,?2021, vol. 66, # 12, p. 4593 - 4602]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,in pure solvent,19.99,1-Propyl acetate,,,Solubility: 0.8290 molpercent,"Wang, Li;?Li, Danning;?Wang, Lingyu;?Hao, Hongxun;?Zhou, Lina[Journal of Chemical and Engineering Data,?2021, vol. 66, # 12, p. 4593 - 4602]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,in pure solvent,19.99,acetonitrile,,,Solubility: 0.8385 molpercent,"Wang, Li;?Li, Danning;?Wang, Lingyu;?Hao, Hongxun;?Zhou, Lina[Journal of Chemical and Engineering Data,?2021, vol. 66, # 12, p. 4593 - 4602]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,in pure solvent,9.99,isopropyl alcohol,,,Solubility: 0.8948 molpercent,"Wang, Li;?Li, Danning;?Wang, Lingyu;?Hao, Hongxun;?Zhou, Lina[Journal of Chemical and Engineering Data,?2021, vol. 66, # 12, p. 4593 - 4602]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,in pure solvent,9.99,iso-butanol,,,Solubility: 0.9007 molpercent,"Wang, Li;?Li, Danning;?Wang, Lingyu;?Hao, Hongxun;?Zhou, Lina[Journal of Chemical and Engineering Data,?2021, vol. 66, # 12, p. 4593 - 4602]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,in pure solvent,14.99,isopropyl alcohol,,,Solubility: 0.9490 molpercent,"Wang, Li;?Li, Danning;?Wang, Lingyu;?Hao, Hongxun;?Zhou, Lina[Journal of Chemical and Engineering Data,?2021, vol. 66, # 12, p. 4593 - 4602]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,in pure solvent,24.99,1-Propyl acetate,,,Solubility: 0.9740 molpercent,"Wang, Li;?Li, Danning;?Wang, Lingyu;?Hao, Hongxun;?Zhou, Lina[Journal of Chemical and Engineering Data,?2021, vol. 66, # 12, p. 4593 - 4602]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,in pure solvent,19.99,ethyl acetate,,,Solubility: 0.9945 molpercent,"Wang, Li;?Li, Danning;?Wang, Lingyu;?Hao, Hongxun;?Zhou, Lina[Journal of Chemical and Engineering Data,?2021, vol. 66, # 12, p. 4593 - 4602]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,in pure solvent,9.99,ethanol,,,Solubility: 1.0125 molpercent,"Wang, Li;?Li, Danning;?Wang, Lingyu;?Hao, Hongxun;?Zhou, Lina[Journal of Chemical and Engineering Data,?2021, vol. 66, # 12, p. 4593 - 4602]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
