"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
2.31E+07,in pure solvent,24.99,hexane,,,,"Drozd, Ksenia V.;?Manin, Alex N.;?Perlovich, German L.[Journal of Molecular Liquids,?2022, vol. 347, art. no. 118320]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
23.2928,in pure solvent,19.99,octanol,,,,"Drozd, Ksenia V.;?Manin, Alex N.;?Perlovich, German L.[Journal of Molecular Liquids,?2022, vol. 347, art. no. 118320]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
25.0845,in pure solvent,24.99,octanol,,,,"Drozd, Ksenia V.;?Manin, Alex N.;?Perlovich, German L.[Journal of Molecular Liquids,?2022, vol. 347, art. no. 118320]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
26.8762,in pure solvent,29.99,octanol,,,,"Drozd, Ksenia V.;?Manin, Alex N.;?Perlovich, German L.[Journal of Molecular Liquids,?2022, vol. 347, art. no. 118320]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
3.10E+07,in pure solvent,29.99,hexane,,,,"Drozd, Ksenia V.;?Manin, Alex N.;?Perlovich, German L.[Journal of Molecular Liquids,?2022, vol. 347, art. no. 118320]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
30.4598,in pure solvent,36.99,octanol,,,,"Drozd, Ksenia V.;?Manin, Alex N.;?Perlovich, German L.[Journal of Molecular Liquids,?2022, vol. 347, art. no. 118320]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
34.0433,in pure solvent,41.99,octanol,,,,"Drozd, Ksenia V.;?Manin, Alex N.;?Perlovich, German L.[Journal of Molecular Liquids,?2022, vol. 347, art. no. 118320]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
4.68E+07,in pure solvent,36.99,hexane,,,,"Drozd, Ksenia V.;?Manin, Alex N.;?Perlovich, German L.[Journal of Molecular Liquids,?2022, vol. 347, art. no. 118320]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
6.06E+07,in pure solvent,41.99,hexane,,,,"Drozd, Ksenia V.;?Manin, Alex N.;?Perlovich, German L.[Journal of Molecular Liquids,?2022, vol. 347, art. no. 118320]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
35.835,,20,acetone,,,,"Manin, Alex N.;?Voronin, Alexander P.;?Drozd, Ksenia V.;?Manin, Nikolay G.;?Bauer-Brandl, Annette;?Perlovich, German L.[European Journal of Pharmaceutical Sciences,?2014, vol. 65, p. 56 - 64]"
,,,,,,,Full Text
,,,,,,,Cited 63 timesDetailsAbstract
48.3773,,20,ethanol,,,,"Manin, Alex N.;?Voronin, Alexander P.;?Drozd, Ksenia V.;?Manin, Nikolay G.;?Bauer-Brandl, Annette;?Perlovich, German L.[European Journal of Pharmaceutical Sciences,?2014, vol. 65, p. 56 - 64]"
,,,,,,,Full Text
,,,,,,,Cited 63 timesDetailsAbstract
73.4617,,20,methanol,,,,"Manin, Alex N.;?Voronin, Alexander P.;?Drozd, Ksenia V.;?Manin, Nikolay G.;?Bauer-Brandl, Annette;?Perlovich, German L.[European Journal of Pharmaceutical Sciences,?2014, vol. 65, p. 56 - 64]"
,,,,,,,Full Text
,,,,,,,Cited 63 timesDetailsAbstract
