"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
0.0035,in pure solvent,20,,,Page/Page column 17,at pH 8,"Current Patent Assignee:?VIVE CROP PROTECTION?- WO2013/93578,?2013, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
0.0043,in solution,20,,,Page/Page column 17,,"Current Patent Assignee:?VIVE CROP PROTECTION?- WO2013/93578,?2013, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
10,in pure solvent,20,i-Amyl alcohol,,Page/Page column 17,,"Current Patent Assignee:?VIVE CROP PROTECTION?- WO2013/93578,?2013, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
10,in pure solvent,20,n-heptane,,Page/Page column 17,,"Current Patent Assignee:?VIVE CROP PROTECTION?- WO2013/93578,?2013, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
10,in pure solvent,20,1-Heptanol,,Page/Page column 17,,"Current Patent Assignee:?VIVE CROP PROTECTION?- WO2013/93578,?2013, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
10,in pure solvent,20,mineral oil,,Page/Page column 17,,"Current Patent Assignee:?VIVE CROP PROTECTION?- WO2013/93578,?2013, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
20 - 25,in pure solvent,20,methanol,,Page/Page column 17,,"Current Patent Assignee:?VIVE CROP PROTECTION?- WO2013/93578,?2013, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
20 - 25,in pure solvent,20,toluene,,Page/Page column 17,,"Current Patent Assignee:?VIVE CROP PROTECTION?- WO2013/93578,?2013, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
200 - 250,in pure solvent,20,"N,N-dimethyl-formamide",,Page/Page column 17,,"Current Patent Assignee:?VIVE CROP PROTECTION?- WO2013/93578,?2013, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
250,in pure solvent,20,dichloromethane,,Page/Page column 17,,"Current Patent Assignee:?VIVE CROP PROTECTION?- WO2013/93578,?2013, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
33 - 40,in pure solvent,20,ethyl acetate,,Page/Page column 17,,"Current Patent Assignee:?VIVE CROP PROTECTION?- WO2013/93578,?2013, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
4.3,in pure solvent,20,water,,Page/Page column 17,,"Current Patent Assignee:?VIVE CROP PROTECTION?- WO2013/93578,?2013, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
50 - 57,in pure solvent,20,acetonitrile,,Page/Page column 17,,"Current Patent Assignee:?VIVE CROP PROTECTION?- WO2013/93578,?2013, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
67 - 80,in pure solvent,20,acetone,,Page/Page column 17,,"Current Patent Assignee:?VIVE CROP PROTECTION?- WO2013/93578,?2013, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
